,Title,Location,City,Company,Salary_Range,Salary_Avg,Summary,BOS,CHI,DC,HOU,NY,SF
2125,SCIENTIST II - TUMOR ORGANOIDS,"Chicago, IL 60654 (Loop area)",CHI,        Tempus,81k-100k,90.5,"Collect and analyze data. Experience working with next-generation sequencing data. Work in interdisciplinary groups of scientists, engineers, and product...",0.0,1.0,0.0,0.0,0.0,0.0
2126,Visual Designer,"Chicago, IL",CHI,    Civis Analytics,81k-100k,90.5,"Hack on project deliverables with Applied Data Scientists. You’ll join our Chicago-based design team working collaboratively with marketers, data scientists,...",0.0,1.0,0.0,0.0,0.0,0.0
2127,New Graduate - Social Scientist,"Chicago, IL",CHI,    Civis Analytics,81k-100k,90.5,"Are you interested in driving cutting edge data science research and development? We work with a variety of political, non-profit, and corporate clients and...",0.0,1.0,0.0,0.0,0.0,0.0
2128,Quantitative Research Analyst,"Chicago, IL",CHI,    Next Step Systems,81k-100k,90.5,"Quantitative Research Analyst, Chicago, IL Chicago IL Jobs, Quantitative Research Analyst, Python, SQL, Linux, UNIX, R, MatLab, Financial, Chicago Recruiters",0.0,1.0,0.0,0.0,0.0,0.0
2129,Associate/Senior Associate,"Chicago, IL 60661 (Near West Side area)",CHI,        Exponent,81k-100k,90.5,"Maintaining a systematic approach to data collection and report writing. Our multidisciplinary team of scientists, engineers, physicians, and regulatory...",0.0,1.0,0.0,0.0,0.0,0.0
2130,Senior Research Statistician,"Chicago, IL 60608 (Lower West Side area)",CHI,        University of Illinois at Chicago,81k-100k,90.5,Analyzing and interpreting data; The Senior Research Statistician is responsible for meticulous data analysis and data management for multiple ongoing research...,0.0,1.0,0.0,0.0,0.0,0.0
2131,Statistician Consulting Manager,"Chicago, IL 60601 (Loop area)",CHI,        PricewaterhouseCoopers LLC,81k-100k,90.5,"Data mining and machine learning algorithms; Applicable sources of external, internal or new data sources to support analytic methods and visualization...",0.0,1.0,0.0,0.0,0.0,0.0
2132,Statistical Pairs Trading Position,"Chicago, IL",CHI,        T3 Trading Group LLC,81k-100k,90.5,Statistical Pairs Trading and Convergence Position We are currently hiring proprietary traders for our selective Pairs Trading Group. The pair trade or pairs,0.0,1.0,0.0,0.0,0.0,0.0
2133,Front-End Software Developer,"Chicago, IL",CHI,        IDEO,81k-100k,90.5,"They may modify an off-the-shelf PC driving game to integrate with an automotive simulator, or they may collaborate with city organizations and data scientists...",0.0,1.0,0.0,0.0,0.0,0.0
2134,Bioanalytical Chemist,"Abbott Park, IL",CHI,        Collins Consulting Inc,81k-100k,90.5,"Contractor Position, Laboratory Scientist:. Ability to critically process analytical data and results as well as interpretation and summarization of data from...",0.0,1.0,0.0,0.0,0.0,0.0
2135,Lead Web Applications Developer,"Chicago, IL",CHI,        University of Chicago,81k-100k,90.5,"Applications development, bioinformatics, IT infrastructure, and the Clinical Research Data Warehouse. Software solution architecture, custom programming, data...",0.0,1.0,0.0,0.0,0.0,0.0
2136,Senior Bioinformatician,"Chicago, IL",CHI,        University of Chicago,81k-100k,90.5,Our scientific data clouds and commons include:. The Biomedical Data Commons (BDC) is cloud-based infrastructure that we are developing for a consortium of...,0.0,1.0,0.0,0.0,0.0,0.0
2137,Senior Environmental Consultant/Business Development Leader,"Chicago, IL",CHI,        WSP | Parsons Brinckerhoff,81k-100k,90.5,"Project work may include project management, preparation of work plans, field sampling and oversight, directing subcontracted services, data evaluation, and...",0.0,1.0,0.0,0.0,0.0,0.0
2138,Manager/Senior Manager,"Chicago, IL 60661 (Near West Side area)",CHI,        Exponent,81k-100k,90.5,"The Biomechanics, Vehicle Engineering, Human Factors, and Statistical and Data Sciences Practices comprise the Transportation Group within Exponents structure....",0.0,1.0,0.0,0.0,0.0,0.0
2139,Scientist,"Abbott Park, IL",CHI,        Rangam Consultants Inc.,81k-100k,90.5,Ability to critically process analytical data and results as well as interpretation and summarization of data from analytical methods for stakeholders is a...,0.0,1.0,0.0,0.0,0.0,0.0
2140,Senior Analytics Application Engineer,"Chicago, IL 60606 (Loop area)",CHI,        Caterpillar,81k-100k,90.5,"Caterpillar is hiring the best and brightest analysts, engineers, and data scientists to join its newly opened Digital & Analytics Hub located in downtown...",0.0,1.0,0.0,0.0,0.0,0.0
2141,R&D Associate Food Scientist,"Chicago, IL",CHI,        PepsiCo,81k-100k,90.5,"Design and execute experiments, and analyze and interpret data to make sound technical recommendations on product and process issues....",0.0,1.0,0.0,0.0,0.0,0.0
2142,"Senior Analyst, Fixed Income Alpha Research","Darien, IL",CHI,"    The Segal Group, Inc.",81k-100k,90.5,"Senior Analyst, Fixed Income Alpha Research - 662015SRC The Opportunity The Senior Analyst will be a supporting member of the investment manager research",0.0,1.0,0.0,0.0,0.0,0.0
2143,Statistical Research Scientist,"Chicago, IL",CHI,        Smith Hanley Associates,81k-100k,90.5,"Statistical Research Scientist. Provide forecasting of future trends, predictive modeling, sampling, and data estimation....",0.0,1.0,0.0,0.0,0.0,0.0
2144,Digital Marketing Manager,"Chicago, IL 60654 (Loop area)",CHI,        Tempus,81k-100k,90.5,"But, even as genomic sequencing has become less expensive and more widely available, cancer patients are treated in much the same way today as they were decades...",0.0,1.0,0.0,0.0,0.0,0.0
2145,Assistant Physicist,"Lemont, IL",CHI,        Argonne National Laboratory,81k-100k,90.5,"Applications are sought from talented scientists working in cosmological data analysis and theory, with demonstrated expertise in empirical modeling of galaxy...",0.0,1.0,0.0,0.0,0.0,0.0
2146,"Computational Biologist / Bioinformatician, Translational On...","Abbott Park, IL",CHI,        Ascent Services Group,81k-100k,90.5,"Strong programming and data analytical skills, expertise in various bioinformatics software, databases, and programing packages....",0.0,1.0,0.0,0.0,0.0,0.0
2147,Quantitative Analyst Equity Algorithmic Trading Statistics,"Chicago, IL",CHI,        Analytic Recruiting,81k-100k,90.5,"Automated Trading, Statistics, High Frequency, Algorithmic, Python, Data Scientist, Model Testing, Equity, Options....",0.0,1.0,0.0,0.0,0.0,0.0
2148,Machine Learning/Deep Learning Consultant (Python/Matlab/R/L...,"Chicago, IL 60601 (Loop area)",CHI,    TeamSoft Inc.,81k-100k,90.5,"Machine learning background with multi-modal data for speech, text, or images. TeamSoft is seeking a Machine Learning/Deep Learning Consultant (Python/Matlab/R...",0.0,1.0,0.0,0.0,0.0,0.0
2149,Executive Administrator,"Chicago, IL",CHI,        University of Chicago,81k-100k,90.5,We are dedicated to educating the next generation of physicians and scientists to carry on our legacy of discovery....,0.0,1.0,0.0,0.0,0.0,0.0
2150,Food Scientist,"Oakbrook Terrace, IL",CHI,        Ferrara Candy Company,81k-100k,90.5,"Observes, records, and evaluates experimental data. Supports senior scientists on more complex projects. Assists other scientists in conducting, developing and...",0.0,1.0,0.0,0.0,0.0,0.0
2151,Software Engineer in Test,"Chicago, IL",CHI,        University of Chicago,81k-100k,90.5,Our scientific data clouds and commons include:. The Biomedical Data Commons (BDC) is cloud-based infrastructure that we are developing for a consortium of...,0.0,1.0,0.0,0.0,0.0,0.0
2152,Enterprise Solutions & Analytics - Research & Development Ce...,"Chicago, IL",CHI,        Huron Consulting Group Inc.,81k-100k,90.5,"WHY Huron Enterprise Solutions & Analytics? At Huron, we understand the complexities of the competitive landscape and statutory regulations facing our clients",0.0,1.0,0.0,0.0,0.0,0.0
2153,Senior NLP & Machine Learning Developer,"Chicago, IL",CHI,    Next Step Systems,81k-100k,90.5,"Senior NLP & Machine Learning Developer , Chicago, IL Chicago IL Jobs, Senior Neuro-Linguistic Programming, Machine Learning Developer, Machine Learning,",0.0,1.0,0.0,0.0,0.0,0.0
2154,Senior Analyst Equity Research,"Darien, IL",CHI,"    The Segal Group, Inc.",81k-100k,90.5,Senior Analyst Equity Research - 402015SRC The Opportunity The Senior Analyst will be a supporting member of the investment manager research team. This,0.0,1.0,0.0,0.0,0.0,0.0
2155,Group Account Supervisor - Discovery USA,"Chicago, IL",CHI,    Publicis Healthcare Communications Group,81k-100k,90.5,"High-level analysis of category, research, and competitive data. Analyzes and extracts findings/issues from all available marketing data....",0.0,1.0,0.0,0.0,0.0,0.0
2156,Construction Manager-Data Center/Mission Critical Facilities,"Chicago, IL 60631 (Norwood Park area)",CHI,        HDR,81k-100k,90.5,"Ability to read construction drawings for data center and industrial projects. Data, Center, Mission Critical, Industrial, Construction Management, Owner’s...",0.0,1.0,0.0,0.0,0.0,0.0
2157,Plumber,"Glenview, IL",CHI,    SC Business Unit 3,81k-100k,90.5,"Travel as needed for data gathering, design reviews, installs, start-ups and troubleshooting. Our engineers, scientists, consultants, construction managers, and...",0.0,1.0,0.0,0.0,0.0,0.0
2158,Chemical Engineer,"Burr Ridge, IL 60527",CHI,    Johnson Service Group Inc.,81k-100k,90.5,"Design of Experiments, Material Preparation and Testing, Troubleshooting, Calibration, Scientific Data Interpretation....",0.0,1.0,0.0,0.0,0.0,0.0
2159,Data Scientist Analyst,"Deerfield, IL",CHI,        WALGREENS,101k-120k,110.5,This is a very exciting time at Walgreens. We’re taking our products and services to the four corners of the world as part of the Retail USA division of,0.0,1.0,0.0,0.0,0.0,0.0
2160,New Graduate - Software Engineer,"Chicago, IL",CHI,    Civis Analytics,101k-120k,110.5,"Political technology and data. As a Software Engineer, you will join our Chicago-based technology team, working collaboratively with other engineers, analysts,...",0.0,1.0,0.0,0.0,0.0,0.0
2161,Data Scientist/Modeling - Applied Technology - 13135,"Chicago, IL 60606 (Loop area)",CHI,        Crowe Horwath,101k-120k,110.5,Statistics Engineering Computer Science Data Science Mathematics Physics [or similar academic pedigree]....,0.0,1.0,0.0,0.0,0.0,0.0
2162,Machine Learning Research Engineer,"Chicago, IL 60642 (Portage Park area)",CHI,        Motorola Mobility,101k-120k,110.5,Data structures and algorithms. The candidate will focus on software development tasks related to machine learning projects involving a wide variety of data...,0.0,1.0,0.0,0.0,0.0,0.0
2163,Data Scientist II,"Chicago, IL",CHI,        American Family Insurance,101k-120k,110.5,"R3089 Data Scientist II (Open). Demonstrated experience in machine learning, predictive modeling, or statistics / data mining using large amounts of structured,...",0.0,1.0,0.0,0.0,0.0,0.0
2164,Data Scientist/Statistics - Applied Technology - 13092,"Chicago, IL 60606 (Loop area)",CHI,        Crowe Horwath,101k-120k,110.5,"Statistics (preferred) Computer Science Data Science [or similar academic pedigree]. Collaborate with analytic and data teams to set objectives, approaches, and...",0.0,1.0,0.0,0.0,0.0,0.0
2165,Data Scientist,"Chicago, IL",CHI,    VitalSource Staffing,101k-120k,110.5,Our Data Scientists research and create our learning infrastructure using R and Python and then work with Data Engineering to build micro services into our data...,0.0,1.0,0.0,0.0,0.0,0.0
2166,Data Architect,"Chicago, IL",CHI,        The University of Chicago Medicine,101k-120k,110.5,"You will design and implementation of the Quality Analytics data management environment You will engage in data modeling, data architecture, data integration,...",0.0,1.0,0.0,0.0,0.0,0.0
2167,Data Scientist,"Chicago, IL 60611 (Near North Side area)",CHI,        Workbridge Associates,101k-120k,110.5,Big data with Hadoop is a plus. A well-respected healthcare corporation that spun off of a major hospital and university is hiring for a Mid-Level Data...,0.0,1.0,0.0,0.0,0.0,0.0
2168,Quantitative Risk Analyst,"Chicago, IL",CHI,    Huxley Banking & Financial Services,101k-120k,110.5,"My Client, a leading Global Financial Institution is looking to hire a Quantitative Risk Analyst to join their team. The Quantitative Risk Analyst will be",0.0,1.0,0.0,0.0,0.0,0.0
2169,Data Scientist (Architect Level),"Chicago, IL 60606 (Loop area)",CHI,        West Monroe Partners,101k-120k,110.5,West Monroe Partners is seeking a Data Scientist to join and help build our emerging Predictive Analytics practice in the Chicago office....,0.0,1.0,0.0,0.0,0.0,0.0
2170,Data Scientist - Natural Language Processing,"Chicago, IL",CHI,    Civis Analytics,101k-120k,110.5,"With a specialization in natural language processing, this data scientist role will apply expertise in machine learning to the analysis of text datasets being...",0.0,1.0,0.0,0.0,0.0,0.0
2171,Data Scientist (Healthcare Data),"Chicago, IL",CHI,        Workbridge Associates,101k-120k,110.5,"Ability to work with unstructured healthcare data. A leading provider of healthcare analytics for hospitals, health systems and physicians is looking to grow...",0.0,1.0,0.0,0.0,0.0,0.0
2172,Senior Data Scientist,"Chicago, IL",CHI,    Precima,101k-120k,110.5,Data Scientist will provide process execution leadership to support client projects. Take analytical objectives and define data requirements....,0.0,1.0,0.0,0.0,0.0,0.0
2173,Senior Quantitative Analyst,"Chicago, IL 60606 (Loop area)",CHI,    Huxley Banking & Financial Services,101k-120k,110.5,The Quantitative Analyst will work with technology teams to streamline the processes and enhance data integrity and control....,0.0,1.0,0.0,0.0,0.0,0.0
2174,Data Scientist - Groupon Getaways,"Chicago, IL 60654 (Loop area)",CHI,        Groupon,101k-120k,110.5,"R, Python, or similar data science modeling language; Deployment of production data science models to drive business value;...",0.0,1.0,0.0,0.0,0.0,0.0
2175,Computer Scientist - Machine Learning,"Lemont, IL",CHI,        Argonne National Laboratory,101k-120k,110.5,"Good experience and skills in interdisciplinary research involving mathematicians, computer scientists, and application scientists....",0.0,1.0,0.0,0.0,0.0,0.0
2176,Data Scientist,"Chicago, IL",CHI,    Brad's Deals,101k-120k,110.5,Brad’s Deals is looking for an experienced data scientist to join our team. Develop recommender systems based on behavioral data....,0.0,1.0,0.0,0.0,0.0,0.0
2177,"AVP, Credit Innovation Data Scientist (L11)","Chicago, IL",CHI,        Synchrony Financial,101k-120k,110.5,"We are looking for scientists who are curious and passionate about mining data and have experience in statistical programming, SAS, machine learning, and use of...",0.0,1.0,0.0,0.0,0.0,0.0
2178,Data Scientists Lead -Natural Language Processing(NLP),"Chicago, IL 60654 (Loop area)",CHI,"        Anthem, Inc.",101k-120k,110.5,DATA SCIENTIST LEAD-Natural Language Processing (NLP). Intermediate to Advanced knowledge of data extraction and manipulation using SQL....,0.0,1.0,0.0,0.0,0.0,0.0
2179,Data Scientist,"Chicago, IL",CHI,"    Vizient, Inc.",101k-120k,110.5,"Conducts exploratory data analysis from complex, disparate data sources to recognize patterns, and identify member performance improvement opportunities....",0.0,1.0,0.0,0.0,0.0,0.0
2180,Senior Data Scientist,"Chicago, IL",CHI,        LoyaltyOne,101k-120k,110.5,Data Scientist will provide process execution leadership to support client projects. Take analytical objectives and define data requirements....,0.0,1.0,0.0,0.0,0.0,0.0
2181,Data Scientist,"Rosemont, IL",CHI,        The NPD Group,101k-120k,110.5,"Conduct original research-on-research (e.g., through simulations and/or evaluations of historical data) to improve methodologies, processes, and data integrity...",0.0,1.0,0.0,0.0,0.0,0.0
2182,Data Science Contractor,"Chicago, IL 60602 (Loop area)",CHI,        Workbridge Associates,101k-120k,110.5,This Data Scientist would have the opportunity to work both independently and directly with the development and higher technology executives in helping build...,0.0,1.0,0.0,0.0,0.0,0.0
2183,Data Scientists Lead-123619,"Chicago, IL 60601 (Loop area)",CHI,"        Anthem, Inc.",101k-120k,110.5,DATA SCIENTIST LEAD. Intermediate to Advanced knowledge of data extraction and manipulation using SQL. Work with data-sets of varying degrees of size and...,0.0,1.0,0.0,0.0,0.0,0.0
2184,Data Engineer,"Chicago, IL",CHI,    Strike Social,101k-120k,110.5,"Data Scientist, Strike Social*. Design and implement data access and retention policies. Play a key role architecting, building, and scaling our private data...",0.0,1.0,0.0,0.0,0.0,0.0
2185,"Senior Quantitative Analyst, Advice Engines","Chicago, IL",CHI,        Morningstar,101k-120k,110.5,"The individuals in this group transform our high-quality data, independent research, and technological expertise into well-designed products that delight our...",0.0,1.0,0.0,0.0,0.0,0.0
2186,Data Scientist,"Chicago, IL 60601 (Loop area)",CHI,        KPMG,101k-120k,110.5,"KPMG is currently seeking a Data Scientist, to join our Advanced Data Analytics in our Chicago, IL office. Eight years of professional experience working as a...",0.0,1.0,0.0,0.0,0.0,0.0
2187,New Graduate - Data Scientist,"Chicago, IL",CHI,    Civis Analytics,101k-120k,110.5,"Experience working with imperfect data. At Civis, our new data scientists contribute to our core research goals of developing new methodological approaches to...",0.0,1.0,0.0,0.0,0.0,0.0
2188,Data Scientist,"Chicago, IL",CHI,    Huxley Banking & Financial Services,101k-120k,110.5,"The Data Scientist will also collaborate with data teams to set objectives, approaches, and work plans. The Data Scientist will be responsible for leveraging...",0.0,1.0,0.0,0.0,0.0,0.0
2189,Informatics Technical Specialist,"Chicago, IL",CHI,"        Beckman Coulter, Inc.",101k-120k,110.5,Scientists use our life science research instruments to study complex biological problems including causes of disease and potential new therapies or drugs....,0.0,1.0,0.0,0.0,0.0,0.0
2190,Principal / Senior Upstream Scientist - PNJ2015-013 -CHI,"Chicago, IL 60290 (Loop area)",CHI,        Patheon,101k-120k,110.5,"As a Principal or Senior Scientist, you will be expected to:. Present and discuss the data and project progress at those meetings....",0.0,1.0,0.0,0.0,0.0,0.0
2191,Mid-level Data Scientist,"Chicago, IL",CHI,        Jobspring Partners,101k-120k,110.5,"The ideal person needs to be a personable and diverse data scientist ideal knowledgeable of Big Data, Data Analytics, and Data Engineering....",0.0,1.0,0.0,0.0,0.0,0.0
2192,Data Scientist | eCommerce & Analytics,"Chicago, IL 60613 (Uptown area)",CHI,    Empowered Staffing,101k-120k,110.5,"Structure current data into Data Warehouse | Data through acquisitions. 2-5+ years with data engineering, data science or data analysis in eCommerce or Medical...",0.0,1.0,0.0,0.0,0.0,0.0
2193,Sr. Director Predictive Modeling,"Chicago, IL",CHI,"    Truven Health Analytics, an IBM Company",101k-120k,110.5,"At least 3 years experience with one or more data analysis tools, data mining tools, and/or statistical packages....",0.0,1.0,0.0,0.0,0.0,0.0
2194,"Cloud Instructor (Big Data, Machine Learning), Google Cloud...","Chicago, IL 60607 (Near West Side area)",CHI,        Google,101k-120k,110.5,"Python, Java) and data science (i.e. Technical experience in programming (Python/Java) and data science (statistics/ETL/machine learning)....",0.0,1.0,0.0,0.0,0.0,0.0
2195,Manager - Data Scientist,"Chicago, IL 60601 (Loop area)",CHI,        KPMG,101k-120k,110.5,"Eight years of professional experience working as a Data Scientist. Machine learning, data visualization, statistical modeling, data mining, or information...",0.0,1.0,0.0,0.0,0.0,0.0
2196,Lead Data Scientist,"Chicago, IL 60606 (Loop area)",CHI,        West Monroe Partners,101k-120k,110.5,"HBase, Cassandra, Accumulo, Mongo, Neo4j, etc. Experience with ETL, data warehouse and reporting a plus Experience with data visualizations Experience with...",0.0,1.0,0.0,0.0,0.0,0.0
2197,Lead Data Scientist - Video/Images,"Chicago, IL",CHI,        GE Transportation,101k-120k,110.5,"The Lead Data Scientist will demonstrate leadership in communicating business goals, programs, and processes for an area or business / market segment....",0.0,1.0,0.0,0.0,0.0,0.0
2198,"Director, Data Science & Data Engineering","Chicago, IL",CHI,        The University of Chicago Medicine,101k-120k,110.5,"Director, Data Science Data Engineering. As the Director of Data Science and Data Engineering:. CFQDW Data Quality:....",0.0,1.0,0.0,0.0,0.0,0.0
2199,Senior Staff Data Scientist,"Chicago, IL",CHI,        GE Transportation,101k-120k,110.5,"The Senior Data Scientist will demonstrate leadership in communicating business goals, programs, and processes for multiple areas or business / market segments....",0.0,1.0,0.0,0.0,0.0,0.0
2200,Researcher / Data Scientist,"Chicago, IL",CHI,    Next Step Systems,101k-120k,110.5,"Researcher / Data Scientist, Chicago, IL. Chicago IL Jobs, Researcher/Data Scientist, NoSQL, Scripting, Modeling Language, Quantitative Analysis, Chicago...",0.0,1.0,0.0,0.0,0.0,0.0
2201,Data Scientist,"Chicago, IL",CHI,        Jobspring Partners,101k-120k,110.5,We are building out our small Chicago based team with talented Data Scientists that have a passion for analyzing and solving complex business problems....,0.0,1.0,0.0,0.0,0.0,0.0
2202,"Senior Industrial Research Analyst, Americas","Chicago, IL 60611 (Near North Side area)",CHI,        Cushman & Wakefield,101k-120k,110.5,Accurate analysis of industry and economic data. Deploying a program of data collection and studies; This position will be primarily responsible for data...,0.0,1.0,0.0,0.0,0.0,0.0
2203,Rainmaker,"Chicago, IL",CHI,    Silicon Valley Data Science,101k-120k,110.5,"Managing effective working relationships with the sales team including, marketing and client services, and engineers, data scientists and SVDS executives....",0.0,1.0,0.0,0.0,0.0,0.0
2204,"Principal Data Scientist - NLP, Logistic Regression, Compute...","Chicago, IL",CHI,        HERE,101k-120k,110.5,With big data in Hadoop and/or Spark for data extraction and data prep for. Solutions and organizing teams of other data scientists and engineers to....,0.0,1.0,0.0,0.0,0.0,0.0
2205,Sr. Scientist III Abbott Molecular R&D,"Des Plaines, IL",CHI,        ABBOTT LABORATORIES,101k-120k,110.5,Scientists for Assay Development. Analyze complex data critically by applying advanced computer skills. Provide training/coaching to lower level scientists in...,0.0,1.0,0.0,0.0,0.0,0.0
2206,Sr Scientist III Abbott Molecular,"Des Plaines, IL",CHI,        ABBOTT LABORATORIES,101k-120k,110.5,Scientists for Assay Development. Analyze complex data critically by applying advanced computer skills. Provide training/coaching to lower level scientists in...,0.0,1.0,0.0,0.0,0.0,0.0
2207,"Dir, Computational Informatics & Visualization Laboratory","Chicago, IL",CHI,        Ann & Robert H. Lurie Children’s Hospital of Chica...,101k-120k,110.5,"Directs and oversees all aspects of the hospital’s computational informatics and visualization efforts, with a focus on building statistically responsible...",0.0,1.0,0.0,0.0,0.0,0.0
2208,Software Engineer,"Chicago, IL 60604 (Loop area)",CHI,        Motorola Solutions,101k-120k,110.5,"The Data Scientist Team is located in the Chief Technology Organization of MSI. Design, prototype, test, and demonstrate next generation data analytic tools,...",0.0,1.0,0.0,0.0,0.0,0.0
2209,Product Manager- Data Science,"Chicago, IL",CHI,    Uptake,101k-120k,110.5,Work closely with data scientists to understand and translate technical details for software development teams to consume....,0.0,1.0,0.0,0.0,0.0,0.0
2210,Informatics Technical Specialist,"Chicago, IL",CHI,        Beckman Coulter,101k-120k,110.5,Scientists use our life science research instruments to study complex biological problems including causes of disease and potential new therapies or drugs....,0.0,1.0,0.0,0.0,0.0,0.0
2211,Data Quality Engineer,"Chicago, IL",CHI,        University of Chicago,101k-120k,110.5,"Data Management - Participate in data acquisition and integration planning efforts including data modeling, data dictionary definitions, and data harmonization...",0.0,1.0,0.0,0.0,0.0,0.0
2212,Bioinformatics Manager,"Chicago, IL",CHI,        University of Chicago,101k-120k,110.5,Our scientific data clouds and commons include:. The Biomedical Data Commons (BDC) is cloud-based infrastructure that we are developing for a consortium of...,0.0,1.0,0.0,0.0,0.0,0.0
2213,Director of Data Commons,"Chicago, IL",CHI,        University of Chicago,101k-120k,110.5,"The Director will lead across multiple functional areas to design and orchestrate all aspects of building, operating, expanding, enhancing, and optimizing data...",0.0,1.0,0.0,0.0,0.0,0.0
2214,"Vice President, Strategy & Analytics - Discovery USA","Chicago, IL",CHI,    Publicis Healthcare Communications Group,101k-120k,110.5,"Support Account teams in annual strategic and tactical planning by providing data analysis, customer insights, and channel planning resources....",0.0,1.0,0.0,0.0,0.0,0.0
2215,Senior Data Scientist,"Chicago, IL",CHI,    Verisk Insurance Solutions,101k-120k,110.5,Our Insurance Analytics business is seeking an experienced Data Scientist to serve as a resource in the conception and development of new predictive modeling...,0.0,1.0,0.0,0.0,0.0,0.0
2216,Lead Statistical Programmer- FT or Contractor,"Deerfield, IL",CHI,        PRA Health Sciences,101k-120k,110.5,"Strong knowledge of data management processes, including EDC processes, documents and data flow in clinical trials....",0.0,1.0,0.0,0.0,0.0,0.0
2217,Senior Telematics Data Scientist,"Northbrook, IL 60062",CHI,        Allstate Insurance,101k-120k,110.5,Manages data and data requests to improve the accuracy of our data and decisions made from data analysis. The Data Scientist family is accountable for using...,0.0,1.0,0.0,0.0,0.0,0.0
2218,"Sr. Product Manager, Data Partnerships and Products","Evanston, IL",CHI,        Legacy.com,101k-120k,110.5,Interacting with a team of data scientists focused on unearthing important data elements and uncovering interesting data interactions to drive innovation....,0.0,1.0,0.0,0.0,0.0,0.0
2219,Sr. Machine Learning Engineer,"Chicago, IL 60601 (Loop area)",CHI,        Allstate Insurance,101k-120k,110.5,"Ability to demonstrate significant experience with analytics, data gathering and data mining. We work collaboratively with both ‘product teams’ and data...",0.0,1.0,0.0,0.0,0.0,0.0
2220,Senior Back-End Software Developer,"Chicago, IL",CHI,        IDEO,101k-120k,110.5,"They may hack a PC driving game to integrate with an automotive simulator, or they may collaborate with city organizations and data scientists to access, map...",0.0,1.0,0.0,0.0,0.0,0.0
2221,DevOps Engineer,"Chicago, IL",CHI,        University of Chicago,101k-120k,110.5,The Genomic Data Commons is the one of the world's largest collection of harmonized cancer genomics data. Our scientific data clouds and commons include:....,0.0,1.0,0.0,0.0,0.0,0.0
2222,Senior Automation Data Scientist,"Chicago, IL 60601 (Loop area)",CHI,        Allstate Insurance,101k-120k,110.5,Manages data and data requests to improve the accuracy of our data and decisions made from data analysis. The Data Scientist family is accountable for using...,0.0,1.0,0.0,0.0,0.0,0.0
2223,physIQ - QA / Support Engineer,"Chicago, IL",CHI,    Illinois Technology Association,101k-120k,110.5,Our team is comprised of veteran technologists and world-class data scientists and our solutions set the market standard for scalability and sophistication....,0.0,1.0,0.0,0.0,0.0,0.0
2224,Senior Statistical Programming Manager,"Northbrook, IL",CHI,        Astellas Pharmaceuticals,101k-120k,110.5,This position also supports the Astellas data transparency effort by programming statistical summaries for regulatory-mandated disclosure and maintaining an...,0.0,1.0,0.0,0.0,0.0,0.0
2225,"Principal, Education | Science | Tech","Chicago, IL 60631 (Norwood Park area)",CHI,        HDR,101k-120k,110.5,"We create an unshakable foundation for progress because our multidisciplinary teams also include scientists, economists, builders, analysts and artists....",0.0,1.0,0.0,0.0,0.0,0.0
2226,Senior Software Engineer,"Chicago, IL",CHI,        University of Chicago,101k-120k,110.5,Our scientific data clouds and commons include:. The Biomedical Data Commons (BDC) is cloud-based infrastructure that we are developing for a consortium of...,0.0,1.0,0.0,0.0,0.0,0.0
2227,"Technical Curriculum Developer, Google Cloud Platform","Chicago, IL",CHI,        Google,101k-120k,110.5,"As a Technical Curriculum Developer, you will work closely with technical subject matter experts (SMEs) to design, develop and maintain technical learning...",0.0,1.0,0.0,0.0,0.0,0.0
2228,"Digital Product Manager, Data Platform","Chicago, IL",CHI,        Allstate Insurance,101k-120k,110.5,"Data Scientists, Product Managers, Software Engineers, Your Customers, et al). Develop and inform data platform strategy via the effective combination of...",0.0,1.0,0.0,0.0,0.0,0.0
2229,Pharmaceutical Sales Specialist,"Chicago, IL",CHI,        AstraZeneca,101k-120k,110.5,"Experience working with Medical Information Scientists (MIS). You will provide timely and administrative management of work hours, sales data, customer...",0.0,1.0,0.0,0.0,0.0,0.0
2230,Quality Manager,"Chicago, IL",CHI,    Korn Ferry/Futurestep,101k-120k,110.5,This shall include data generated as a result of monitoring and measurement and from other relevant sources. Analyze data on the effectiveness of the QCMS and...,0.0,1.0,0.0,0.0,0.0,0.0
2231,Front End Engineer (Senior/Associate),"Chicago, IL",CHI,    Civis Analytics,101k-120k,110.5,Political technology and data. Data visualization for the web (D3 or similar). Engineers collaborate across departments with our data scientists and analysts...,0.0,1.0,0.0,0.0,0.0,0.0
2232,Hadoop Developer,"Chicago, IL",CHI,        EXL,101k-120k,110.5,"Our global footprint of nearly 2,000 data scientists and analysts assist client organizations with complex risk minimization methods, advanced marketing,...",0.0,1.0,0.0,0.0,0.0,0.0
2233,Director of Customer Success,"Chicago, IL",CHI,    Persado,101k-120k,110.5,"Indirectly manage a team of account managers, delivery personnel, data scientists and other roles contributing to the success of the customer....",0.0,1.0,0.0,0.0,0.0,0.0
2234,Assistant Vice President of Research and Enrollment Informat...,"Chicago, IL",CHI,        Rosalind Franklin University of Medicine and Scien...,101k-120k,110.5,"Extracting, transforming, loading, and testing data. The individual will design and develop compelling data visualizations....",0.0,1.0,0.0,0.0,0.0,0.0
2235,Senior Formulation Scientist,"Chicago, IL 60290 (Loop area)",CHI,    Pinpoint Solutions,101k-120k,110.5,"Senior Scientist – Formulation. Collect and analyze technical data, generate reports including conclusions and recommendations where needed....",0.0,1.0,0.0,0.0,0.0,0.0
